countyFIPS,Estimate!!OCCUPATION!!Civilian employed population 16 years and over,Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over,"Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations","Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,"Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations","Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
37027,36275,36275,8750,24.1,6053,16.7,7750,21.4,4007,11.0,9715,26.8
37029,4473,4473,1606,35.9,956,21.4,899,20.1,448,10.0,564,12.6
37031,30598,30598,10793,35.3,6187,20.2,6863,22.4,3797,12.4,2958,9.7
37033,9549,9549,2824,29.6,1815,19.0,1836,19.2,973,10.2,2101,22.0
37035,73002,73002,21477,29.4,11486,15.7,16259,22.3,5615,7.7,18165,24.9
37037,31532,31532,13305,42.2,5388,17.1,5710,18.1,3265,10.4,3864,12.3
37039,10300,10300,3085,30.0,2015,19.6,2303,22.4,1322,12.8,1575,15.3
37041,5351,5351,1381,25.8,1355,25.3,1119,20.9,296,5.5,1200,22.4
37043,4391,4391,1453,33.1,1047,23.8,796,18.1,617,14.1,478,10.9
37045,39701,39701,12080,30.4,6945,17.5,7727,19.5,3867,9.7,9082,22.9
37047,19740,19740,5407,27.4,4488,22.7,3877,19.6,2428,12.3,3540,17.9
37049,40506,40506,13933,34.4,7794,19.2,8181,20.2,5014,12.4,5584,13.8
37051,125926,125926,42414,33.7,25587,20.3,30038,23.9,10561,8.4,17326,13.8
37053,12025,12025,4068,33.8,2009,16.7,2814,23.4,2008,16.7,1126,9.4
37055,18054,18054,6113,33.9,3559,19.7,4666,25.8,2140,11.9,1576,8.7
37057,74174,74174,21474,29.0,11462,15.5,16420,22.1,7914,10.7,16904,22.8
37059,19284,19284,6169,32.0,2932,15.2,4372,22.7,1846,9.6,3965,20.6
37061,24447,24447,5954,24.4,4365,17.9,4307,17.6,4049,16.6,5772,23.6
37063,158434,158434,78454,49.5,26179,16.5,28055,17.7,10931,6.9,14815,9.4
37065,21773,21773,5749,26.4,4317,19.8,4602,21.1,2156,9.9,4949,22.7
37067,169738,169738,68368,40.3,29336,17.3,36380,21.4,12232,7.2,23422,13.8
37069,29810,29810,9882,33.1,5301,17.8,6469,21.7,3905,13.1,4253,14.3
37071,98902,98902,30822,31.2,16936,17.1,21917,22.2,9777,9.9,19450,19.7
37073,5190,5190,1583,30.5,788,15.2,886,17.1,598,11.5,1335,25.7
37075,3180,3180,829,26.1,973,30.6,516,16.2,382,12.0,480,15.1
37077,26285,26285,8886,33.8,4919,18.7,5028,19.1,2679,10.2,4773,18.2
37079,8077,8077,2072,25.7,1448,17.9,1061,13.1,1507,18.7,1989,24.6
37081,250123,250123,96979,38.8,42002,16.8,57740,23.1,16981,6.8,36421,14.6
37083,19437,19437,5176,26.6,4063,20.9,3616,18.6,1852,9.5,4730,24.3
37085,50735,50735,17382,34.3,9046,17.8,10654,21.0,6350,12.5,7303,14.4
37087,26560,26560,8616,32.4,5612,21.1,5362,20.2,3217,12.1,3753,14.1
37089,51829,51829,17121,33.0,8874,17.1,11745,22.7,5374,10.4,8715,16.8
37091,9283,9283,2552,27.5,1852,20.0,1765,19.0,915,9.9,2199,23.7
37093,18961,18961,5651,29.8,3439,18.1,4012,21.2,2360,12.4,3499,18.5
37095,1984,1984,540,27.2,378,19.1,315,15.9,451,22.7,300,15.1
37097,83378,83378,28961,34.7,12962,15.5,18067,21.7,7502,9.0,15886,19.1
37099,18614,18614,6411,34.4,4726,25.4,4076,21.9,1724,9.3,1677,9.0
37101,89484,89484,31734,35.5,14393,16.1,21010,23.5,11166,12.5,11181,12.5
37103,3891,3891,955,24.5,713,18.3,760,19.5,745,19.1,718,18.5
37105,26541,26541,7647,28.8,4534,17.1,5478,20.6,3030,11.4,5852,22.0
37107,23378,23378,6878,29.4,4775,20.4,4436,19.0,2710,11.6,4579,19.6
37109,38100,38100,11415,30.0,5546,14.6,9153,24.0,4296,11.3,7690,20.2
37111,18674,18674,5099,27.3,3353,18.0,3227,17.3,2038,10.9,4957,26.5
37113,13955,13955,4261,30.5,3291,23.6,3103,22.2,1707,12.2,1593,11.4
37115,9511,9511,3177,33.4,1921,20.2,1559,16.4,1386,14.6,1468,15.4
37117,9257,9257,2756,29.8,1908,20.6,1974,21.3,935,10.1,1684,18.2
37119,554107,554107,242720,43.8,85913,15.5,126889,22.9,37655,6.8,60930,11.0
37121,6254,6254,2004,32.0,1097,17.5,1096,17.5,977,15.6,1080,17.3
37123,10551,10551,2722,25.8,1968,18.7,1484,14.1,1590,15.1,2787,26.4
37125,39935,39935,16022,40.1,8232,20.6,7781,19.5,3504,8.8,4396,11.0
37127,43343,43343,13864,32.0,7218,16.7,9821,22.7,4366,10.1,8074,18.6
37129,109010,109010,43394,39.8,21072,19.3,25921,23.8,8995,8.3,9628,8.8
37131,7233,7233,2173,30.0,1163,16.1,1408,19.5,954,13.2,1535,21.2
37133,63221,63221,19288,30.5,14138,22.4,15770,24.9,7086,11.2,6939,11.0
37135,73172,73172,40082,54.8,11693,16.0,13153,18.0,4272,5.8,3972,5.4
37137,4806,4806,1503,31.3,774,16.1,1004,20.9,801,16.7,724,15.1
37139,16289,16289,5019,30.8,3344,20.5,3742,23.0,2021,12.4,2163,13.3
37141,25316,25316,8320,32.9,4750,18.8,5321,21.0,3556,14.0,3369,13.3
37143,5305,5305,1694,31.9,1053,19.8,1002,18.9,675,12.7,881,16.6
37145,18065,18065,5843,32.3,3230,17.9,3362,18.6,2270,12.6,3360,18.6
37147,83183,83183,31147,37.4,17286,20.8,17772,21.4,6315,7.6,10663,12.8
37149,8617,8617,3126,36.3,1616,18.8,1728,20.1,1001,11.6,1146,13.3
37151,65738,65738,17797,27.1,10092,15.4,14135,21.5,7310,11.1,16404,25.0
37153,17389,17389,4636,26.7,3272,18.8,3538,20.3,2009,11.6,3934,22.6
37155,47923,47923,12509,26.1,8916,18.6,8802,18.4,6951,14.5,10745,22.4
37157,39463,39463,10069,25.5,7657,19.4,8864,22.5,4666,11.8,8207,20.8
37159,61491,61491,17651,28.7,10948,17.8,12183,19.8,7664,12.5,13045,21.2
37161,26422,26422,7272,27.5,4652,17.6,5314,20.1,2855,10.8,6329,24.0
37163,26584,26584,7004,26.3,4211,15.8,4765,17.9,4398,16.5,6206,23.3
37165,12081,12081,3359,27.8,2584,21.4,2416,20.0,888,7.4,2834,23.5
37167,28295,28295,8175,28.9,5626,19.9,5243,18.5,3776,13.3,5475,19.3
37169,20742,20742,6060,29.2,3870,18.7,3725,18.0,2469,11.9,4618,22.3
37171,30687,30687,9587,31.2,5087,16.6,6182,20.1,4102,13.4,5729,18.7
37173,5693,5693,1596,28.0,1989,34.9,939,16.5,668,11.7,501,8.8
37175,13511,13511,4289,31.7,2779,20.6,3078,22.8,1728,12.8,1637,12.1
37177,1560,1560,298,19.1,467,29.9,433,27.8,127,8.1,235,15.1
37179,109997,109997,43449,39.5,16992,15.4,25311,23.0,9962,9.1,14283,13.0
37181,18594,18594,4286,23.1,3726,20.0,3901,21.0,1956,10.5,4725,25.4
37183,551929,551929,279874,50.7,75718,13.7,121306,22.0,32224,5.8,42807,7.8
37185,7288,7288,2124,29.1,1521,20.9,1440,19.8,762,10.5,1441,19.8
37187,4454,4454,760,17.1,988,22.2,963,21.6,592,13.3,1151,25.8
37189,24966,24966,9516,38.1,5549,22.2,6042,24.2,2022,8.1,1837,7.4
37191,52418,52418,15010,28.6,9865,18.8,10878,20.8,6634,12.7,10031,19.1
37193,29252,29252,8134,27.8,4920,16.8,6170,21.1,3845,13.1,6183,21.1
37195,35051,35051,10984,31.3,6306,18.0,6843,19.5,3773,10.8,7145,20.4
37197,15731,15731,4276,27.2,2646,16.8,3011,19.1,1978,12.6,3820,24.3
37199,7159,7159,2353,32.9,1311,18.3,1226,17.1,1018,14.2,1251,17.5
38001,1219,1219,510,41.8,170,13.9,199,16.3,211,17.3,129,10.6
38003,5830,5830,1982,34.0,1120,19.2,939,16.1,854,14.6,935,16.0
38005,2372,2372,882,37.2,467,19.7,448,18.9,328,13.8,247,10.4
38007,500,500,184,36.8,71,14.2,92,18.4,71,14.2,82,16.4
38009,3288,3288,1273,38.7,592,18.0,612,18.6,426,13.0,385,11.7
38011,1725,1725,632,36.6,344,19.9,251,14.6,255,14.8,243,14.1
38013,1052,1052,394,37.5,173,16.4,152,14.4,207,19.7,126,12.0
38015,51500,51500,20893,40.6,8688,16.9,11173,21.7,5565,10.8,5181,10.1
38017,101585,101585,40867,40.2,17206,16.9,22015,21.7,8559,8.4,12938,12.7
38019,1921,1921,784,40.8,191,9.9,396,20.6,300,15.6,250,13.0
38021,2606,2606,839,32.2,516,19.8,523,20.1,363,13.9,365,14.0
38023,1175,1175,371,31.6,141,12.0,277,23.6,261,22.2,125,10.6
38025,2100,2100,744,35.4,242,11.5,339,16.1,359,17.1,416,19.8
38027,1196,1196,486,40.6,217,18.1,219,18.3,145,12.1,129,10.8
38029,1508,1508,617,40.9,215,14.3,312,20.7,226,15.0,138,9.2
38031,1793,1793,723,40.3,207,11.5,382,21.3,254,14.2,227,12.7
38033,1019,1019,368,36.1,246,24.1,135,13.2,161,15.8,109,10.7
38035,38410,38410,13834,36.0,7979,20.8,8703,22.7,3538,9.2,4356,11.3
38037,1132,1132,572,50.5,160,14.1,134,11.8,141,12.5,125,11.0
38039,1182,1182,438,37.1,179,15.1,237,20.1,175,14.8,153,12.9
38041,1149,1149,406,35.3,163,14.2,267,23.2,190,16.5,123,10.7
38043,1268,1268,463,36.5,231,18.2,258,20.3,210,16.6,106,8.4
38045,2053,2053,840,40.9,236,11.5,345,16.8,361,17.6,271,13.2
38047,993,993,408,41.1,188,18.9,126,12.7,167,16.8,104,10.5
38049,2923,2923,1013,34.7,386,13.2,555,19.0,549,18.8,420,14.4
38051,1391,1391,520,37.4,252,18.1,217,15.6,234,16.8,168,12.1
38053,6393,6393,2129,33.3,855,13.4,1179,18.4,1116,17.5,1114,17.4
38055,4545,4545,1647,36.2,666,14.7,730,16.1,845,18.6,657,14.5
38057,4397,4397,1238,28.2,758,17.2,774,17.6,965,21.9,662,15.1
38059,17282,17282,6009,34.8,2799,16.2,3411,19.7,2286,13.2,2777,16.1
38061,4726,4726,1556,32.9,967,20.5,925,19.6,724,15.3,554,11.7
38063,1486,1486,521,35.1,279,18.8,265,17.8,238,16.0,183,12.3
38065,813,813,286,35.2,118,14.5,131,16.1,204,25.1,74,9.1
38067,3450,3450,1112,32.2,550,15.9,708,20.5,522,15.1,558,16.2
38069,2050,2050,918,44.8,259,12.6,459,22.4,258,12.6,156,7.6
38071,6025,6025,2174,36.1,1489,24.7,1166,19.4,645,10.7,551,9.1
38073,2782,2782,838,30.1,546,19.6,370,13.3,277,10.0,751,27.0
38075,1214,1214,395,32.5,175,14.4,241,19.9,219,18.0,184,15.2
38077,8628,8628,2946,34.1,1254,14.5,1468,17.0,1034,12.0,1926,22.3
38079,5214,5214,1952,37.4,1153,22.1,904,17.3,713,13.7,492,9.4
38081,2151,2151,658,30.6,217,10.1,282,13.1,250,11.6,744,34.6
38083,597,597,230,38.5,71,11.9,108,18.1,122,20.4,66,11.1
38085,1340,1340,534,39.9,415,31.0,227,16.9,83,6.2,81,6.0
38087,336,336,199,59.2,23,6.8,45,13.4,55,16.4,14,4.2
38089,16382,16382,5025,30.7,2743,16.7,3194,19.5,2656,16.2,2764,16.9
38091,991,991,393,39.7,133,13.4,159,16.0,210,21.2,96,9.7
38093,10758,10758,3976,37.0,2161,20.1,2080,19.3,1307,12.1,1234,11.5
38095,1014,1014,372,36.7,169,16.7,218,21.5,136,13.4,119,11.7
38097,4056,4056,1587,39.1,708,17.5,634,15.6,614,15.1,513,12.6
38099,5488,5488,1840,33.5,886,16.1,849,15.5,958,17.5,955,17.4
38101,35738,35738,11662,32.6,6715,18.8,8126,22.7,4416,12.4,4819,13.5
38103,1941,1941,674,34.7,317,16.3,415,21.4,276,14.2,259,13.3
38105,18154,18154,5412,29.8,2740,15.1,2899,16.0,3962,21.8,3141,17.3
39001,10105,10105,3177,31.4,1886,18.7,1578,15.6,1273,12.6,2191,21.7
39003,48430,48430,13967,28.8,8891,18.4,9612,19.8,4156,8.6,11804,24.4
39005,25271,25271,7819,30.9,4156,16.4,4937,19.5,2537,10.0,5822,23.0
39007,39737,39737,10845,27.3,7229,18.2,7510,18.9,3733,9.4,10420,26.2
39009,27470,27470,10128,36.9,6410,23.3,5513,20.1,1984,7.2,3435,12.5
39011,23343,23343,7110,30.5,3228,13.8,4380,18.8,1918,8.2,6707,28.7
39013,28992,28992,8088,27.9,5895,20.3,6327,21.8,3998,13.8,4684,16.2
39015,19494,19494,5455,28.0,4058,20.8,3690,18.9,2295,11.8,3996,20.5
39017,183136,183136,70111,38.3,30229,16.5,42079,23.0,12968,7.1,27749,15.2
39019,12532,12532,3199,25.5,2230,17.8,2507,20.0,1723,13.7,2873,22.9
39021,18365,18365,4454,24.3,2916,15.9,3678,20.0,1856,10.1,5461,29.7
39023,60663,60663,17248,28.4,11272,18.6,12608,20.8,5373,8.9,14162,23.3
39025,101146,101146,36552,36.1,15801,15.6,24578,24.3,9744,9.6,14471,14.3
39027,19514,19514,5622,28.8,3091,15.8,4332,22.2,2020,10.4,4449,22.8
39029,45728,45728,11998,26.2,8522,18.6,9405,20.6,4815,10.5,10988,24.0
39031,15575,15575,3794,24.4,2850,18.3,2744,17.6,2046,13.1,4141,26.6
39033,18793,18793,5213,27.7,3461,18.4,3575,19.0,1551,8.3,4993,26.6
39035,591135,591135,236743,40.0,107754,18.2,132847,22.5,32263,5.5,81528,13.8
39037,24771,24771,6319,25.5,3660,14.8,5023,20.3,2910,11.7,6859,27.7
39039,18951,18951,5323,28.1,3145,16.6,3827,20.2,1503,7.9,5153,27.2
39041,101375,101375,54559,53.8,12357,12.2,22797,22.5,4244,4.2,7418,7.3
39043,36035,36035,11383,31.6,7291,20.2,6854,19.0,3155,8.8,7352,20.4
39045,72028,72028,27558,38.3,11802,16.4,16487,22.9,5405,7.5,10776,15.0
39047,12543,12543,3458,27.6,1932,15.4,2660,21.2,1364,10.9,3129,24.9
39049,665824,665824,286190,43.0,110335,16.6,149859,22.5,32979,5.0,86461,13.0
39051,20788,20788,5849,28.1,3342,16.1,4125,19.8,2487,12.0,4985,24.0
39053,12096,12096,3492,28.9,2631,21.8,2389,19.8,1196,9.9,2388,19.7
39055,47853,47853,19511,40.8,7166,15.0,10801,22.6,4595,9.6,5780,12.1
39057,77851,77851,35374,45.4,12381,15.9,17287,22.2,4526,5.8,8283,10.6
39059,16691,16691,4626,27.7,3037,18.2,3429,20.5,2233,13.4,3366,20.2
39061,402685,402685,168600,41.9,70088,17.4,88736,22.0,23559,5.9,51702,12.8
39063,38531,38531,12430,32.3,6337,16.4,7456,19.4,2982,7.7,9326,24.2
39065,14325,14325,3951,27.6,2370,16.5,2582,18.0,1168,8.2,4254,29.7
39067,6423,6423,1473,22.9,1173,18.3,1193,18.6,1178,18.3,1406,21.9
39069,13278,13278,4033,30.4,2161,16.3,2223,16.7,1493,11.2,3368,25.4
39071,17659,17659,4880,27.6,2928,16.6,3190,18.1,2140,12.1,4521,25.6
39073,12581,12581,3766,29.9,2486,19.8,2449,19.5,1674,13.3,2206,17.5
39075,20133,20133,4535,22.5,2945,14.6,3365,16.7,2883,14.3,6405,31.8
39077,27219,27219,6821,25.1,4346,16.0,4643,17.1,3482,12.8,7927,29.1
39079,13539,13539,3959,29.2,2387,17.6,2926,21.6,1507,11.1,2760,20.4
39081,27203,27203,7864,28.9,5344,19.6,6446,23.7,2639,9.7,4910,18.0
39083,28453,28453,9662,34.0,4893,17.2,5324,18.7,2911,10.2,5663,19.9
39085,118286,118286,44923,38.0,18768,15.9,26582,22.5,8566,7.2,19447,16.4
39087,24286,24286,7155,29.5,4794,19.7,5563,22.9,1814,7.5,4960,20.4
39089,83490,83490,30678,36.7,13723,16.4,19081,22.9,7333,8.8,12675,15.2
39091,21477,21477,5908,27.5,2771,12.9,4176,19.4,1926,9.0,6696,31.2
39093,141361,141361,48364,34.2,24982,17.7,31545,22.3,12120,8.6,24350,17.2
39095,200292,200292,68183,34.0,38326,19.1,42726,21.3,14029,7.0,37028,18.5
39097,19346,19346,6234,32.2,3314,17.1,3816,19.7,2308,11.9,3674,19.0
39099,104885,104885,33964,32.4,20067,19.1,24842,23.7,8646,8.2,17366,16.6
39101,26402,26402,6836,25.9,4946,18.7,5198,19.7,2179,8.3,7243,27.4
39103,93038,93038,37543,40.4,13649,14.7,21882,23.5,7488,8.0,12476,13.4
39105,9046,9046,2509,27.7,1776,19.6,1815,20.1,1382,15.3,1564,17.3
39107,20927,20927,5798,27.7,2809,13.4,3553,17.0,2316,11.1,6451,30.8
39109,51077,51077,17224,33.7,7970,15.6,10646,20.8,4096,8.0,11141,21.8
39111,5226,5226,1266,24.2,803,15.4,1056,20.2,1035,19.8,1066,20.4
39113,243624,243624,89734,36.8,45199,18.6,54075,22.2,15230,6.3,39386,16.2
39115,5752,5752,1636,28.4,840,14.6,976,17.0,910,15.8,1390,24.2
39117,17483,17483,4661,26.7,3271,18.7,3743,21.4,1977,11.3,3831,21.9
39119,38058,38058,10298,27.1,7186,18.9,8104,21.3,3928,10.3,8542,22.4
39121,4171,4171,1091,26.2,719,17.2,817,19.6,408,9.8,1136,27.2
39123,19463,19463,6181,31.8,3705,19.0,3659,18.8,1799,9.2,4119,21.2
39125,8631,8631,2305,26.7,1390,16.1,1464,17.0,930,10.8,2542,29.5
39127,15170,15170,3924,25.9,3007,19.8,2677,17.6,2203,14.5,3359,22.1
39129,24995,24995,8314,33.3,4172,16.7,5491,22.0,2514,10.1,4504,18.0
39131,10316,10316,3146,30.5,1799,17.4,1870,18.1,1023,9.9,2478,24.0
39133,83366,83366,27703,33.2,15225,18.3,18577,22.3,6948,8.3,14913,17.9
39135,19706,19706,5869,29.8,3678,18.7,3572,18.1,2127,10.8,4460,22.6
39137,17499,17499,5699,32.6,2731,15.6,2955,16.9,1696,9.7,4418,25.2
39139,50829,50829,14610,28.7,9407,18.5,11115,21.9,4061,8.0,11636,22.9
39141,30398,30398,9422,31.0,5761,19.0,6566,21.6,2507,8.2,6142,20.2
39143,28152,28152,7528,26.7,4520,16.1,4925,17.5,2919,10.4,8260,29.3
39145,28093,28093,9556,34.0,5651,20.1,5633,20.1,2723,9.7,4530,16.1
39147,26063,26063,6785,26.0,4563,17.5,4927,18.9,2410,9.2,7378,28.3
39149,24780,24780,6954,28.1,3566,14.4,4735,19.1,2313,9.3,7212,29.1
39151,178755,178755,58763,32.9,31984,17.9,41613,23.3,14829,8.3,31566,17.7
39153,266743,266743,101904,38.2,45395,17.0,65582,24.6,16278,6.1,37584,14.1
39155,87675,87675,25067,28.6,16290,18.6,19076,21.8,8098,9.2,19144,21.8
39157,43937,43937,11610,26.4,7658,17.4,8508,19.4,4464,10.2,11697,26.6
39159,27762,27762,11244,40.5,4031,14.5,5688,20.5,1948,7.0,4851,17.5
39161,13624,13624,3383,24.8,2179,16.0,2722,20.0,1268,9.3,4072,29.9
39163,5253,5253,1196,22.8,1094,20.8,741,14.1,905,17.2,1317,25.1
39165,111724,111724,54470,48.8,14624,13.1,22388,20.0,7103,6.4,13139,11.8
39167,27060,27060,8280,30.6,5028,18.6,5887,21.8,3285,12.1,4580,16.9
39169,55599,55599,17564,31.6,8411,15.1,10904,19.6,5935,10.7,12785,23.0
39171,17734,17734,4592,25.9,2523,14.2,3510,19.8,1577,8.9,5532,31.2
39173,68820,68820,25863,37.6,11818,17.2,14642,21.3,4914,7.1,11583,16.8
39175,10939,10939,2965,27.1,1562,14.3,2076,19.0,1214,11.1,3122,28.5
40001,8089,8089,1876,23.2,1456,18.0,1381,17.1,1059,13.1,2317,28.6
40003,2205,2205,653,29.6,346,15.7,427,19.4,457,20.7,322,14.6
40005,4702,4702,1422,30.2,949,20.2,919,19.5,660,14.0,752,16.0
40007,2395,2395,730,30.5,267,11.1,454,19.0,514,21.5,430,18.0
40009,9113,9113,2432,26.7,1775,19.5,1944,21.3,1367,15.0,1595,17.5
40011,3618,3618,1215,33.6,642,17.7,759,21.0,475,13.1,527,14.6
40013,19332,19332,5921,30.6,3772,19.5,4180,21.6,1951,10.1,3508,18.1
40015,11272,11272,3205,28.4,2050,18.2,2392,21.2,1963,17.4,1662,14.7
40017,68679,68679,25225,36.7,10002,14.6,17389,25.3,6823,9.9,9240,13.5
40019,20921,20921,5766,27.6,4041,19.3,4600,22.0,2516,12.0,3998,19.1
40021,19115,19115,6265,32.8,4151,21.7,4071,21.3,2235,11.7,2393,12.5
40023,5094,5094,1431,28.1,1123,22.0,927,18.2,777,15.3,836,16.4
40025,999,999,351,35.1,91,9.1,248,24.8,173,17.3,136,13.6
40027,140468,140468,57094,40.6,22983,16.4,32765,23.3,12632,9.0,14994,10.7
40029,2186,2186,717,32.8,369,16.9,345,15.8,441,20.2,314,14.4
40031,48797,48797,17544,36.0,9671,19.8,10188,20.9,4337,8.9,7057,14.5
40033,2379,2379,734,30.9,376,15.8,558,23.5,289,12.1,422,17.7
40035,5708,5708,1691,29.6,1201,21.0,1207,21.1,750,13.1,859,15.0
40037,30518,30518,9230,30.2,5113,16.8,6479,21.2,3901,12.8,5795,19.0
40039,13892,13892,3835,27.6,2665,19.2,3104,22.3,1904,13.7,2384,17.2
40041,15339,15339,4325,28.2,3255,21.2,2991,19.5,2001,13.0,2767,18.0
40043,2125,2125,622,29.3,349,16.4,482,22.7,334,15.7,338,15.9
40045,1790,1790,521,29.1,266,14.9,396,22.1,329,18.4,278,15.5
40047,28012,28012,7992,28.5,4886,17.4,5584,19.9,4483,16.0,5067,18.1
40049,10798,10798,3113,28.8,1510,14.0,2315,21.4,1645,15.2,2215,20.5
40051,24655,24655,7940,32.2,3892,15.8,5488,22.3,3542,14.4,3793,15.4
40053,2048,2048,684,33.4,202,9.9,407,19.9,408,19.9,347,16.9
40055,1993,1993,553,27.7,480,24.1,444,22.3,293,14.7,223,11.2
40057,1237,1237,419,33.9,197,15.9,228,18.4,198,16.0,195,15.8
40059,1742,1742,538,30.9,360,20.7,331,19.0,263,15.1,250,14.4
40061,4612,4612,1396,30.3,740,16.0,865,18.8,952,20.6,659,14.3
40063,4164,4164,1162,27.9,867,20.8,822,19.7,589,14.1,724,17.4
40065,10559,10559,2773,26.3,2296,21.7,2191,20.8,1596,15.1,1703,16.1
40067,2272,2272,559,24.6,422,18.6,434,19.1,399,17.6,458,20.2
40069,4097,4097,1247,30.4,653,15.9,767,18.7,469,11.4,961,23.5
40071,18912,18912,5359,28.3,3423,18.1,4120,21.8,2341,12.4,3669,19.4
40073,7205,7205,2562,35.6,1007,14.0,1457,20.2,1235,17.1,944,13.1
40075,3969,3969,1216,30.6,753,19.0,783,19.7,577,14.5,640,16.1
40077,3880,3880,1247,32.1,684,17.6,685,17.7,716,18.5,548,14.1
40079,19091,19091,5154,27.0,3838,20.1,3634,19.0,2854,14.9,3611,18.9
40081,14330,14330,4254,29.7,2291,16.0,3237,22.6,2105,14.7,2443,17.0
40083,21580,21580,7203,33.4,4146,19.2,4708,21.8,2677,12.4,2846,13.2
40085,4103,4103,1064,25.9,941,22.9,869,21.2,481,11.7,748,18.2
40087,17918,17918,6229,34.8,2939,16.4,4073,22.7,2639,14.7,2038,11.4
40089,12437,12437,2924,23.5,2352,18.9,2365,19.0,1879,15.1,2917,23.5
40091,6895,6895,1808,26.2,1203,17.4,1313,19.0,985,14.3,1586,23.0
40093,3390,3390,999,29.5,430,12.7,749,22.1,669,19.7,543,16.0
40095,6534,6534,1607,24.6,1066,16.3,1471,22.5,719,11.0,1671,25.6
40097,17234,17234,4744,27.5,2984,17.3,3733,21.7,2451,14.2,3322,19.3
40099,5992,5992,1739,29.0,1279,21.3,1085,18.1,882,14.7,1007,16.8
40101,26897,26897,8379,31.2,4906,18.2,6041,22.5,2817,10.5,4754,17.7
40103,5133,5133,1865,36.3,833,16.2,858,16.7,572,11.1,1005,19.6
40105,4347,4347,1003,23.1,679,15.6,1078,24.8,660,15.2,927,21.3
40107,3866,3866,979,25.3,800,20.7,833,21.5,702,18.2,552,14.3
40109,370683,370683,136973,37.0,64944,17.5,86342,23.3,39503,10.7,42921,11.6
40111,15107,15107,4175,27.6,3043,20.1,3530,23.4,1849,12.2,2510,16.6
40113,18960,18960,6071,32.0,3373,17.8,3864,20.4,2314,12.2,3338,17.6
40115,12799,12799,3540,27.7,2791,21.8,2686,21.0,1561,12.2,2221,17.4
40117,6587,6587,1827,27.7,1067,16.2,1289,19.6,898,13.6,1506,22.9
40119,36741,36741,14593,39.7,6942,18.9,7912,21.5,3385,9.2,3909,10.6
40121,17700,17700,5356,30.3,3347,18.9,3591,20.3,2268,12.8,3138,17.7
40123,17251,17251,6044,35.0,2957,17.1,3923,22.7,2155,12.5,2172,12.6
40125,29887,29887,9369,31.3,5783,19.3,6776,22.7,3407,11.4,4552,15.2
40127,4196,4196,1137,27.1,782,18.6,907,21.6,719,17.1,651,15.5
40129,1558,1558,475,30.5,230,14.8,346,22.2,232,14.9,275,17.7
40131,43485,43485,15341,35.3,6831,15.7,9691,22.3,5163,11.9,6459,14.9
40133,9418,9418,2471,26.2,1837,19.5,2009,21.3,1512,16.1,1589,16.9
40135,15472,15472,4302,27.8,3159,20.4,3203,20.7,1759,11.4,3049,19.7
40137,18265,18265,4966,27.2,3347,18.3,4169,22.8,2534,13.9,3249,17.8
40139,11079,11079,3065,27.7,1531,13.8,1763,15.9,1782,16.1,2938,26.5
40141,3124,3124,918,29.4,498,15.9,471,15.1,624,20.0,613,19.6
40143,312623,312623,117930,37.7,51102,16.3,74796,23.9,27770,8.9,41025,13.1
40145,36367,36367,12416,34.1,5416,14.9,8946,24.6,4015,11.0,5574,15.3
40147,22712,22712,8483,37.4,4033,17.8,4997,22.0,2175,9.6,3024,13.3
40149,4995,4995,1567,31.4,806,16.1,989,19.8,649,13.0,984,19.7
40151,4432,4432,1355,30.6,862,19.4,878,19.8,662,14.9,675,15.2
40153,9249,9249,2320,25.1,1329,14.4,2097,22.7,1702,18.4,1801,19.5
41001,5998,5998,1854,30.9,1079,18.0,1231,20.5,897,15.0,937,15.6
41003,43093,43093,21578,50.1,7650,17.8,7686,17.8,2581,6.0,3598,8.3
41005,202784,202784,81877,40.4,31034,15.3,47536,23.4,17512,8.6,24825,12.2
41007,17307,17307,5433,31.4,3826,22.1,4077,23.6,1768,10.2,2203,12.7
41009,21783,21783,6308,29.0,3950,18.1,4452,20.4,2822,13.0,4251,19.5
41011,24890,24890,7077,28.4,5867,23.6,5331,21.4,2906,11.7,3709,14.9
41013,8797,8797,2123,24.1,2179,24.8,1966,22.3,970,11.0,1559,17.7
41015,7503,7503,2581,34.4,1838,24.5,1608,21.4,1033,13.8,443,5.9
41017,88057,88057,33001,37.5,17596,20.0,19737,22.4,8694,9.9,9029,10.3
41019,41847,41847,11835,28.3,8148,19.5,9873,23.6,4740,11.3,7251,17.3
41021,734,734,231,31.5,126,17.2,135,18.4,140,19.1,102,13.9
